source	target	type	strength
T_CLIMATECHANGE	R_INFECTIOUSDISEASES	Trend-Risk	11
T_CLIMATECHANGE	R_INFLATION	Trend-Risk	2
T_CLIMATECHANGE	R_INTERSTATE	Trend-Risk	9
T_CLIMATECHANGE	R_MANMADECATA	Trend-Risk	54
T_CLIMATECHANGE	R_MIGRATION	Trend-Risk	47
T_CLIMATECHANGE	R_NATIONALGOV	Trend-Risk	9
T_CLIMATECHANGE	R_NATURALCATA	Trend-Risk	60
T_CLIMATECHANGE	R_REGIONALGOV	Trend-Risk	11
T_CLIMATECHANGE	R_SOCIALINSTABILITY	Trend-Risk	12
T_CLIMATECHANGE	R_STATECOLLAPSE	Trend-Risk	9
T_CLIMATECHANGE	R_TECHADV	Trend-Risk	3
T_CLIMATECHANGE	R_TERRORIST	Trend-Risk	1
T_CLIMATECHANGE	R_UNEMPLOYMENT	Trend-Risk	3
T_CLIMATECHANGE	R_WATER	Trend-Risk	93
T_CLIMATECHANGE	R_WEATHEREVENTS	Trend-Risk	134
T_CYBERDEPENDENCY	R_ASSET	Trend-Risk	4
T_CYBERDEPENDENCY	R_CRITICALINFO	Trend-Risk	127
T_CYBERDEPENDENCY	R_CRITICALINFRA	Trend-Risk	23
T_CYBERDEPENDENCY	R_CYBERATTACKS	Trend-Risk	144
T_CYBERDEPENDENCY	R_DATAFRAUD	Trend-Risk	122
T_CYBERDEPENDENCY	R_DEFLATION	Trend-Risk	2
T_CYBERDEPENDENCY	R_FAILURECLIMATE	Trend-Risk	2
T_CYBERDEPENDENCY	R_FAILUREURBAN	Trend-Risk	1
T_CYBERDEPENDENCY	R_FINANCIALMECH	Trend-Risk	17
T_CYBERDEPENDENCY	R_FISCALCRISES	Trend-Risk	6
T_CYBERDEPENDENCY	R_FOOD	Trend-Risk	1
T_CYBERDEPENDENCY	R_ILLICITTRADE	Trend-Risk	12
T_CYBERDEPENDENCY	R_INFLATION	Trend-Risk	1
T_CYBERDEPENDENCY	R_INTERSTATE	Trend-Risk	7
T_CYBERDEPENDENCY	R_MANMADECATA	Trend-Risk	1
T_CYBERDEPENDENCY	R_MIGRATION	Trend-Risk	4
T_CYBERDEPENDENCY	R_NATIONALGOV	Trend-Risk	11
T_CYBERDEPENDENCY	R_REGIONALGOV	Trend-Risk	7
T_CYBERDEPENDENCY	R_SOCIALINSTABILITY	Trend-Risk	15
T_CYBERDEPENDENCY	R_STATECOLLAPSE	Trend-Risk	6
T_CYBERDEPENDENCY	R_TECHADV	Trend-Risk	87
T_CYBERDEPENDENCY	R_TERRORIST	Trend-Risk	26
T_CYBERDEPENDENCY	R_UNEMPLOYMENT	Trend-Risk	27
T_CYBERDEPENDENCY	R_WMD	Trend-Risk	3
T_ENVIRONMENTALDEG	R_ASSET	Trend-Risk	1
T_ENVIRONMENTALDEG	R_BIODIVERSITY	Trend-Risk	63
T_ENVIRONMENTALDEG	R_CRITICALINFO	Trend-Risk	1
T_ENVIRONMENTALDEG	R_CRITICALINFRA	Trend-Risk	1
T_ENVIRONMENTALDEG	R_ENERGY	Trend-Risk	3
T_ENVIRONMENTALDEG	R_FAILURECLIMATE	Trend-Risk	47
T_ENVIRONMENTALDEG	R_FAILUREURBAN	Trend-Risk	11
T_ENVIRONMENTALDEG	R_FISCALCRISES	Trend-Risk	2
T_ENVIRONMENTALDEG	R_FOOD	Trend-Risk	31
T_ENVIRONMENTALDEG	R_ILLICITTRADE	Trend-Risk	1
T_ENVIRONMENTALDEG	R_INFECTIOUSDISEASES	Trend-Risk	7
T_ENVIRONMENTALDEG	R_INFLATION	Trend-Risk	2
T_ENVIRONMENTALDEG	R_INTERSTATE	Trend-Risk	8
T_ENVIRONMENTALDEG	R_MANMADECATA	Trend-Risk	50
T_ENVIRONMENTALDEG	R_MIGRATION	Trend-Risk	17
T_ENVIRONMENTALDEG	R_NATIONALGOV	Trend-Risk	4
T_ENVIRONMENTALDEG	R_NATURALCATA	Trend-Risk	23
T_ENVIRONMENTALDEG	R_REGIONALGOV	Trend-Risk	7
T_ENVIRONMENTALDEG	R_SOCIALINSTABILITY	Trend-Risk	12
T_ENVIRONMENTALDEG	R_STATECOLLAPSE	Trend-Risk	7
T_ENVIRONMENTALDEG	R_TECHADV	Trend-Risk	5
T_ENVIRONMENTALDEG	R_UNEMPLOYMENT	Trend-Risk	1
T_ENVIRONMENTALDEG	R_WATER	Trend-Risk	38
T_ENVIRONMENTALDEG	R_WEATHEREVENTS	Trend-Risk	43
T_ENVIRONMENTALDEG	R_WMD	Trend-Risk	1
T_INCOMEDISP	R_ASSET	Trend-Risk	33
T_INCOMEDISP	R_BIODIVERSITY	Trend-Risk	4
T_INCOMEDISP	R_CRITICALINFO	Trend-Risk	2
T_INCOMEDISP	R_CRITICALINFRA	Trend-Risk	8
T_INCOMEDISP	R_CYBERATTACKS	Trend-Risk	5
T_INCOMEDISP	R_DATAFRAUD	Trend-Risk	4
T_INCOMEDISP	R_DEFLATION	Trend-Risk	18
T_INCOMEDISP	R_ENERGY	Trend-Risk	4
T_INCOMEDISP	R_FAILURECLIMATE	Trend-Risk	4
T_INCOMEDISP	R_FAILUREURBAN	Trend-Risk	16
T_INCOMEDISP	R_FINANCIALMECH	Trend-Risk	14
T_INCOMEDISP	R_FISCALCRISES	Trend-Risk	52
T_INCOMEDISP	R_FOOD	Trend-Risk	7
T_INCOMEDISP	R_ILLICITTRADE	Trend-Risk	37
T_INCOMEDISP	R_INFECTIOUSDISEASES	Trend-Risk	7
T_INCOMEDISP	R_INFLATION	Trend-Risk	22
T_INCOMEDISP	R_INTERSTATE	Trend-Risk	10
T_INCOMEDISP	R_MANMADECATA	Trend-Risk	1
T_INCOMEDISP	R_MIGRATION	Trend-Risk	50
T_INCOMEDISP	R_NATIONALGOV	Trend-Risk	72
T_INCOMEDISP	R_NATURALCATA	Trend-Risk	1
T_INCOMEDISP	R_REGIONALGOV	Trend-Risk	27
T_INCOMEDISP	R_SOCIALINSTABILITY	Trend-Risk	165
T_INCOMEDISP	R_STATECOLLAPSE	Trend-Risk	38
T_INCOMEDISP	R_TECHADV	Trend-Risk	25
T_INCOMEDISP	R_TERRORIST	Trend-Risk	12
T_INCOMEDISP	R_UNEMPLOYMENT	Trend-Risk	141
T_INCOMEDISP	R_WATER	Trend-Risk	1
T_INCOMEDISP	R_WEATHEREVENTS	Trend-Risk	4
T_INCOMEDISP	R_WMD	Trend-Risk	2
T_INTERGOVERNANCE	R_ASSET	Trend-Risk	7
T_INTERGOVERNANCE	R_BIODIVERSITY	Trend-Risk	2
T_INTERGOVERNANCE	R_CRITICALINFO	Trend-Risk	6
T_INTERGOVERNANCE	R_CRITICALINFRA	Trend-Risk	3
T_INTERGOVERNANCE	R_CYBERATTACKS	Trend-Risk	4
T_INTERGOVERNANCE	R_DEFLATION	Trend-Risk	1
T_INTERGOVERNANCE	R_ENERGY	Trend-Risk	4
T_INTERGOVERNANCE	R_FAILURECLIMATE	Trend-Risk	8
T_INTERGOVERNANCE	R_FAILUREURBAN	Trend-Risk	2
T_INTERGOVERNANCE	R_FINANCIALMECH	Trend-Risk	15
T_INTERGOVERNANCE	R_FISCALCRISES	Trend-Risk	12
T_INTERGOVERNANCE	R_ILLICITTRADE	Trend-Risk	11
T_INTERGOVERNANCE	R_INFECTIOUSDISEASES	Trend-Risk	1
T_INTERGOVERNANCE	R_INFLATION	Trend-Risk	1
T_INTERGOVERNANCE	R_INTERSTATE	Trend-Risk	27
T_INTERGOVERNANCE	R_MIGRATION	Trend-Risk	14
T_INTERGOVERNANCE	R_NATIONALGOV	Trend-Risk	24
T_INTERGOVERNANCE	R_NATURALCATA	Trend-Risk	1
T_INTERGOVERNANCE	R_REGIONALGOV	Trend-Risk	37
T_INTERGOVERNANCE	R_SOCIALINSTABILITY	Trend-Risk	8
T_INTERGOVERNANCE	R_STATECOLLAPSE	Trend-Risk	35
T_INTERGOVERNANCE	R_TECHADV	Trend-Risk	4
T_INTERGOVERNANCE	R_TERRORIST	Trend-Risk	17
T_INTERGOVERNANCE	R_UNEMPLOYMENT	Trend-Risk	5
T_INTERGOVERNANCE	R_WATER	Trend-Risk	1
T_INTERGOVERNANCE	R_WEATHEREVENTS	Trend-Risk	1
T_INTERGOVERNANCE	R_WMD	Trend-Risk	4
T_MIDDLECLASS	R_ASSET	Trend-Risk	24
T_MIDDLECLASS	R_BIODIVERSITY	Trend-Risk	7
T_MIDDLECLASS	R_CRITICALINFO	Trend-Risk	9
T_MIDDLECLASS	R_CRITICALINFRA	Trend-Risk	12
T_MIDDLECLASS	R_CYBERATTACKS	Trend-Risk	2
T_MIDDLECLASS	R_DATAFRAUD	Trend-Risk	2
T_MIDDLECLASS	R_DEFLATION	Trend-Risk	4
T_MIDDLECLASS	R_ENERGY	Trend-Risk	7
T_MIDDLECLASS	R_FAILURECLIMATE	Trend-Risk	11
T_MIDDLECLASS	R_FAILUREURBAN	Trend-Risk	57
T_MIDDLECLASS	R_FINANCIALMECH	Trend-Risk	4
T_MIDDLECLASS	R_FISCALCRISES	Trend-Risk	12
T_MIDDLECLASS	R_FOOD	Trend-Risk	10
T_MIDDLECLASS	R_ILLICITTRADE	Trend-Risk	12
T_MIDDLECLASS	R_INFECTIOUSDISEASES	Trend-Risk	3
T_MIDDLECLASS	R_INFLATION	Trend-Risk	12
T_MIDDLECLASS	R_INTERSTATE	Trend-Risk	4
T_MIDDLECLASS	R_MANMADECATA	Trend-Risk	10
T_MIDDLECLASS	R_MIGRATION	Trend-Risk	9
T_MIDDLECLASS	R_NATIONALGOV	Trend-Risk	12
T_MIDDLECLASS	R_NATURALCATA	Trend-Risk	1
T_MIDDLECLASS	R_REGIONALGOV	Trend-Risk	8
T_MIDDLECLASS	R_SOCIALINSTABILITY	Trend-Risk	27
T_MIDDLECLASS	R_STATECOLLAPSE	Trend-Risk	5
T_MIDDLECLASS	R_TECHADV	Trend-Risk	6
T_MIDDLECLASS	R_UNEMPLOYMENT	Trend-Risk	41
T_MIDDLECLASS	R_WATER	Trend-Risk	11
T_MIDDLECLASS	R_WEATHEREVENTS	Trend-Risk	1
T_MIDDLECLASS	R_WMD	Trend-Risk	1
T_MOBILITY	R_ASSET	Trend-Risk	2
T_MOBILITY	R_CRITICALINFRA	Trend-Risk	6
T_MOBILITY	R_CYBERATTACKS	Trend-Risk	1
T_MOBILITY	R_ENERGY	Trend-Risk	1
T_MOBILITY	R_FAILURECLIMATE	Trend-Risk	4
T_MOBILITY	R_FAILUREURBAN	Trend-Risk	18
T_MOBILITY	R_FINANCIALMECH	Trend-Risk	3
T_MOBILITY	R_FISCALCRISES	Trend-Risk	4
T_MOBILITY	R_FOOD	Trend-Risk	7
T_MOBILITY	R_ILLICITTRADE	Trend-Risk	9
T_MOBILITY	R_INFECTIOUSDISEASES	Trend-Risk	9
T_MOBILITY	R_INFLATION	Trend-Risk	3
T_MOBILITY	R_INTERSTATE	Trend-Risk	17
T_MOBILITY	R_MANMADECATA	Trend-Risk	2
T_MOBILITY	R_MIGRATION	Trend-Risk	25
T_MOBILITY	R_NATIONALGOV	Trend-Risk	10
T_MOBILITY	R_NATURALCATA	Trend-Risk	3
T_MOBILITY	R_REGIONALGOV	Trend-Risk	14
T_MOBILITY	R_SOCIALINSTABILITY	Trend-Risk	23
T_MOBILITY	R_STATECOLLAPSE	Trend-Risk	15
T_MOBILITY	R_TERRORIST	Trend-Risk	13
T_MOBILITY	R_UNEMPLOYMENT	Trend-Risk	19
T_MOBILITY	R_WATER	Trend-Risk	7
T_MOBILITY	R_WEATHEREVENTS	Trend-Risk	2
T_NATIONALSENTIMENT	R_ASSET	Trend-Risk	4
T_NATIONALSENTIMENT	R_CRITICALINFO	Trend-Risk	1
T_NATIONALSENTIMENT	R_CRITICALINFRA	Trend-Risk	4
T_NATIONALSENTIMENT	R_CYBERATTACKS	Trend-Risk	2
T_NATIONALSENTIMENT	R_DEFLATION	Trend-Risk	5
T_NATIONALSENTIMENT	R_ENERGY	Trend-Risk	1
T_NATIONALSENTIMENT	R_FAILURECLIMATE	Trend-Risk	2
T_NATIONALSENTIMENT	R_FAILUREURBAN	Trend-Risk	1
T_NATIONALSENTIMENT	R_FINANCIALMECH	Trend-Risk	6
T_NATIONALSENTIMENT	R_FISCALCRISES	Trend-Risk	15
T_NATIONALSENTIMENT	R_FOOD	Trend-Risk	2
T_NATIONALSENTIMENT	R_ILLICITTRADE	Trend-Risk	3
T_NATIONALSENTIMENT	R_INFLATION	Trend-Risk	2
T_NATIONALSENTIMENT	R_INTERSTATE	Trend-Risk	38
T_NATIONALSENTIMENT	R_MIGRATION	Trend-Risk	33
T_NATIONALSENTIMENT	R_NATIONALGOV	Trend-Risk	36
T_NATIONALSENTIMENT	R_REGIONALGOV	Trend-Risk	37
T_NATIONALSENTIMENT	R_SOCIALINSTABILITY	Trend-Risk	42
T_NATIONALSENTIMENT	R_STATECOLLAPSE	Trend-Risk	14
T_NATIONALSENTIMENT	R_TECHADV	Trend-Risk	3
T_NATIONALSENTIMENT	R_TERRORIST	Trend-Risk	16
T_NATIONALSENTIMENT	R_UNEMPLOYMENT	Trend-Risk	17
T_NATIONALSENTIMENT	R_WMD	Trend-Risk	3
T_POLARIZATION	R_ASSET	Trend-Risk	9
T_POLARIZATION	R_BIODIVERSITY	Trend-Risk	1
T_POLARIZATION	R_CRITICALINFO	Trend-Risk	1
T_POLARIZATION	R_CRITICALINFRA	Trend-Risk	4
T_POLARIZATION	R_CYBERATTACKS	Trend-Risk	5
T_POLARIZATION	R_DATAFRAUD	Trend-Risk	1
T_POLARIZATION	R_DEFLATION	Trend-Risk	3
T_POLARIZATION	R_ENERGY	Trend-Risk	3
T_POLARIZATION	R_FAILURECLIMATE	Trend-Risk	7
T_POLARIZATION	R_FAILUREURBAN	Trend-Risk	17
T_POLARIZATION	R_FINANCIALMECH	Trend-Risk	11
T_POLARIZATION	R_FISCALCRISES	Trend-Risk	19
T_POLARIZATION	R_FOOD	Trend-Risk	1
T_POLARIZATION	R_ILLICITTRADE	Trend-Risk	13
T_POLARIZATION	R_INFECTIOUSDISEASES	Trend-Risk	3
T_POLARIZATION	R_INFLATION	Trend-Risk	2
T_POLARIZATION	R_INTERSTATE	Trend-Risk	51
T_POLARIZATION	R_MANMADECATA	Trend-Risk	1
T_POLARIZATION	R_MIGRATION	Trend-Risk	42
T_POLARIZATION	R_NATIONALGOV	Trend-Risk	80
T_POLARIZATION	R_NATURALCATA	Trend-Risk	1
T_POLARIZATION	R_REGIONALGOV	Trend-Risk	38
T_POLARIZATION	R_SOCIALINSTABILITY	Trend-Risk	112
T_POLARIZATION	R_STATECOLLAPSE	Trend-Risk	65
T_POLARIZATION	R_TECHADV	Trend-Risk	15
T_POLARIZATION	R_TERRORIST	Trend-Risk	52
T_POLARIZATION	R_UNEMPLOYMENT	Trend-Risk	58
T_POLARIZATION	R_WMD	Trend-Risk	5
T_SHIFTPOWER	R_ASSET	Trend-Risk	11
T_SHIFTPOWER	R_CRITICALINFO	Trend-Risk	4
T_SHIFTPOWER	R_CRITICALINFRA	Trend-Risk	8
T_SHIFTPOWER	R_CYBERATTACKS	Trend-Risk	14
T_SHIFTPOWER	R_DATAFRAUD	Trend-Risk	2
T_SHIFTPOWER	R_DEFLATION	Trend-Risk	5
T_SHIFTPOWER	R_ENERGY	Trend-Risk	6
T_SHIFTPOWER	R_FAILURECLIMATE	Trend-Risk	2
T_SHIFTPOWER	R_FAILUREURBAN	Trend-Risk	5
T_SHIFTPOWER	R_FINANCIALMECH	Trend-Risk	7
T_SHIFTPOWER	R_FISCALCRISES	Trend-Risk	17
T_SHIFTPOWER	R_FOOD	Trend-Risk	1
T_SHIFTPOWER	R_ILLICITTRADE	Trend-Risk	6
T_SHIFTPOWER	R_INFLATION	Trend-Risk	3
T_SHIFTPOWER	R_INTERSTATE	Trend-Risk	36
T_SHIFTPOWER	R_MANMADECATA	Trend-Risk	3
T_SHIFTPOWER	R_MIGRATION	Trend-Risk	12
T_SHIFTPOWER	R_NATIONALGOV	Trend-Risk	23
T_SHIFTPOWER	R_REGIONALGOV	Trend-Risk	40
T_SHIFTPOWER	R_SOCIALINSTABILITY	Trend-Risk	21
T_SHIFTPOWER	R_STATECOLLAPSE	Trend-Risk	22
T_SHIFTPOWER	R_TECHADV	Trend-Risk	6
T_SHIFTPOWER	R_TERRORIST	Trend-Risk	9
T_SHIFTPOWER	R_UNEMPLOYMENT	Trend-Risk	9
T_SHIFTPOWER	R_WATER	Trend-Risk	1
T_SHIFTPOWER	R_WEATHEREVENTS	Trend-Risk	1
T_SHIFTPOWER	R_WMD	Trend-Risk	7
T_URBANIZATION	R_ASSET	Trend-Risk	3
T_URBANIZATION	R_BIODIVERSITY	Trend-Risk	9
T_URBANIZATION	R_CRITICALINFO	Trend-Risk	9
T_URBANIZATION	R_CRITICALINFRA	Trend-Risk	27
T_URBANIZATION	R_CYBERATTACKS	Trend-Risk	2
T_URBANIZATION	R_DATAFRAUD	Trend-Risk	2
T_URBANIZATION	R_ENERGY	Trend-Risk	4
T_URBANIZATION	R_FAILURECLIMATE	Trend-Risk	6
T_URBANIZATION	R_FAILUREURBAN	Trend-Risk	63
T_URBANIZATION	R_FINANCIALMECH	Trend-Risk	2
T_URBANIZATION	R_FISCALCRISES	Trend-Risk	3
T_URBANIZATION	R_FOOD	Trend-Risk	14
T_URBANIZATION	R_ILLICITTRADE	Trend-Risk	5
T_URBANIZATION	R_INFECTIOUSDISEASES	Trend-Risk	14
T_URBANIZATION	R_INFLATION	Trend-Risk	4
T_URBANIZATION	R_INTERSTATE	Trend-Risk	4
T_URBANIZATION	R_MANMADECATA	Trend-Risk	6
T_URBANIZATION	R_MIGRATION	Trend-Risk	16
T_URBANIZATION	R_NATIONALGOV	Trend-Risk	9
T_URBANIZATION	R_NATURALCATA	Trend-Risk	3
T_URBANIZATION	R_REGIONALGOV	Trend-Risk	2
T_URBANIZATION	R_SOCIALINSTABILITY	Trend-Risk	18
T_URBANIZATION	R_STATECOLLAPSE	Trend-Risk	5
T_URBANIZATION	R_TECHADV	Trend-Risk	2
T_URBANIZATION	R_TERRORIST	Trend-Risk	6
T_URBANIZATION	R_UNEMPLOYMENT	Trend-Risk	27
T_URBANIZATION	R_WATER	Trend-Risk	18
T_URBANIZATION	R_WEATHEREVENTS	Trend-Risk	9
R_ASSET	R_CRITICALINFO	Risk-Risk	2
R_ASSET	R_CYBERATTACKS	Risk-Risk	2
R_ASSET	R_DATAFRAUD	Risk-Risk	1
R_ASSET	R_DEFLATION	Risk-Risk	10
R_ASSET	R_ENERGY	Risk-Risk	2
R_ASSET	R_FAILUREURBAN	Risk-Risk	2
R_ASSET	R_FINANCIALMECH	Risk-Risk	23
R_ASSET	R_FISCALCRISES	Risk-Risk	22
R_ASSET	R_FOOD	Risk-Risk	1
R_ASSET	R_ILLICITTRADE	Risk-Risk	3
R_ASSET	R_INFLATION	Risk-Risk	11
R_ASSET	R_INTERSTATE	Risk-Risk	2
R_ASSET	R_MANMADECATA	Risk-Risk	1
R_ASSET	R_MIGRATION	Risk-Risk	2
R_ASSET	R_NATIONALGOV	Risk-Risk	2
R_ASSET	R_NATURALCATA	Risk-Risk	1
R_ASSET	R_REGIONALGOV	Risk-Risk	9
R_ASSET	R_SOCIALINSTABILITY	Risk-Risk	16
R_ASSET	R_STATECOLLAPSE	Risk-Risk	3
R_ASSET	R_TECHADV	Risk-Risk	1
R_ASSET	R_UNEMPLOYMENT	Risk-Risk	10
R_ASSET	R_WATER	Risk-Risk	1
R_BIODIVERSITY	R_CRITICALINFO	Risk-Risk	2
R_BIODIVERSITY	R_CRITICALINFRA	Risk-Risk	1
R_BIODIVERSITY	R_ENERGY	Risk-Risk	2
R_BIODIVERSITY	R_FAILURECLIMATE	Risk-Risk	24
R_BIODIVERSITY	R_FAILUREURBAN	Risk-Risk	7
R_BIODIVERSITY	R_FISCALCRISES	Risk-Risk	1
R_BIODIVERSITY	R_FOOD	Risk-Risk	34
R_BIODIVERSITY	R_ILLICITTRADE	Risk-Risk	2
R_BIODIVERSITY	R_INFECTIOUSDISEASES	Risk-Risk	11
R_BIODIVERSITY	R_INTERSTATE	Risk-Risk	2
R_BIODIVERSITY	R_MANMADECATA	Risk-Risk	26
R_BIODIVERSITY	R_MIGRATION	Risk-Risk	4
R_BIODIVERSITY	R_NATIONALGOV	Risk-Risk	4
R_BIODIVERSITY	R_NATURALCATA	Risk-Risk	2
R_BIODIVERSITY	R_REGIONALGOV	Risk-Risk	4
R_BIODIVERSITY	R_SOCIALINSTABILITY	Risk-Risk	1
R_BIODIVERSITY	R_STATECOLLAPSE	Risk-Risk	1
R_BIODIVERSITY	R_TECHADV	Risk-Risk	2
R_BIODIVERSITY	R_UNEMPLOYMENT	Risk-Risk	1
R_BIODIVERSITY	R_WATER	Risk-Risk	9
R_BIODIVERSITY	R_WEATHEREVENTS	Risk-Risk	5
R_BIODIVERSITY	R_WMD	Risk-Risk	1
R_CRITICALINFO	R_CRITICALINFRA	Risk-Risk	18
R_CRITICALINFO	R_CYBERATTACKS	Risk-Risk	48
R_CRITICALINFO	R_DATAFRAUD	Risk-Risk	21
R_CRITICALINFO	R_ENERGY	Risk-Risk	3
R_CRITICALINFO	R_FAILUREURBAN	Risk-Risk	1
R_CRITICALINFO	R_FINANCIALMECH	Risk-Risk	19
R_CRITICALINFO	R_FISCALCRISES	Risk-Risk	5
R_CRITICALINFO	R_FOOD	Risk-Risk	1
R_CRITICALINFO	R_ILLICITTRADE	Risk-Risk	1
R_CRITICALINFO	R_INFECTIOUSDISEASES	Risk-Risk	1
R_CRITICALINFO	R_INFLATION	Risk-Risk	1
R_CRITICALINFO	R_INTERSTATE	Risk-Risk	4
R_CRITICALINFO	R_MANMADECATA	Risk-Risk	1
R_CRITICALINFO	R_MIGRATION	Risk-Risk	1
R_CRITICALINFO	R_NATIONALGOV	Risk-Risk	5
R_CRITICALINFO	R_NATURALCATA	Risk-Risk	7
R_CRITICALINFO	R_REGIONALGOV	Risk-Risk	8
R_CRITICALINFO	R_SOCIALINSTABILITY	Risk-Risk	6
R_CRITICALINFO	R_STATECOLLAPSE	Risk-Risk	6
R_CRITICALINFO	R_TECHADV	Risk-Risk	6
R_CRITICALINFO	R_TERRORIST	Risk-Risk	11
R_CRITICALINFO	R_UNEMPLOYMENT	Risk-Risk	2
R_CRITICALINFO	R_WATER	Risk-Risk	2
R_CRITICALINFO	R_WEATHEREVENTS	Risk-Risk	3
R_CRITICALINFO	R_WMD	Risk-Risk	1
R_CRITICALINFRA	R_CYBERATTACKS	Risk-Risk	22
R_CRITICALINFRA	R_DATAFRAUD	Risk-Risk	1
R_CRITICALINFRA	R_ENERGY	Risk-Risk	3
R_CRITICALINFRA	R_FAILURECLIMATE	Risk-Risk	7
R_CRITICALINFRA	R_FAILUREURBAN	Risk-Risk	20
R_CRITICALINFRA	R_FINANCIALMECH	Risk-Risk	1
R_CRITICALINFRA	R_FISCALCRISES	Risk-Risk	4
R_CRITICALINFRA	R_FOOD	Risk-Risk	2
R_CRITICALINFRA	R_ILLICITTRADE	Risk-Risk	2
R_CRITICALINFRA	R_INFECTIOUSDISEASES	Risk-Risk	2
R_CRITICALINFRA	R_INTERSTATE	Risk-Risk	2
R_CRITICALINFRA	R_MANMADECATA	Risk-Risk	1
R_CRITICALINFRA	R_MIGRATION	Risk-Risk	2
R_CRITICALINFRA	R_NATIONALGOV	Risk-Risk	12
R_CRITICALINFRA	R_NATURALCATA	Risk-Risk	6
R_CRITICALINFRA	R_REGIONALGOV	Risk-Risk	4
R_CRITICALINFRA	R_SOCIALINSTABILITY	Risk-Risk	5
R_CRITICALINFRA	R_STATECOLLAPSE	Risk-Risk	3
R_CRITICALINFRA	R_TECHADV	Risk-Risk	3
R_CRITICALINFRA	R_TERRORIST	Risk-Risk	5
R_CRITICALINFRA	R_UNEMPLOYMENT	Risk-Risk	3
R_CRITICALINFRA	R_WATER	Risk-Risk	3
R_CRITICALINFRA	R_WEATHEREVENTS	Risk-Risk	12
R_CYBERATTACKS	R_DATAFRAUD	Risk-Risk	39
